Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0765,Male,98714.0,779.0,5529.0,Unemployed,Divorced,Owner,3.0,14.0,25.0,No,43.0,Established Adults,"(90000, 100000]","(0, 10000]","(10, 15]","(20, 25]"
ID_0766,Male,78348.0,422.0,29062.0,Student,Married,Owner,4.0,18.0,13.0,Yes,32.0,Early Career,"(70000, 80000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0767,Female,44596.0,699.0,36686.0,Unemployed,Married,Owner,1.0,1.0,19.0,Yes,44.8,Established Adults,"(40000, 50000]","(30000, 40000]","(0, 5]","(15, 20]"
ID_0768,Female,53174.0,751.0,17451.0,Employed,Widowed,Owner,2.0,7.0,3.0,Yes,41.0,Established Adults,"(50000, 60000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0769,Female,84106.0,403.0,49178.0,Unemployed,Married,Owner,2.0,6.0,3.0,Yes,56.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0770,Female,47089.2,761.0,6937.0,Employed,Single,Renter,2.2666666666666666,7.0,2.0,No,42.0,Established Adults,"(40000, 50000]","(0, 10000]","(5, 10]","(0, 5]"
ID_0771,Female,79182.0,695.0,39886.0,Unemployed,Single,Renter,0.0,12.0,4.0,No,18.0,,"(70000, 80000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0772,Female,59310.0,636.0,49699.0,Unemployed,Divorced,Renter,0.0,21.0,24.0,No,56.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(20, 25]","(20, 25]"
ID_0773,Female,76088.0,441.0,10860.0,Student,Widowed,Owner,2.0,14.0,10.0,No,70.0,Retirees,"(70000, 80000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0774,Male,28906.0,616.0,25142.0,Employed,Divorced,Renter,1.0,11.733333333333333,7.0,No,57.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(10, 15]","(5, 10]"
ID_0776,Male,65379.0,700.0,38106.0,Unemployed,Widowed,Renter,3.0,13.0,1.0,Yes,33.0,Early Career,"(60000, 70000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0777,Male,98612.0,609.0,45240.0,Retired,Divorced,Owner,4.0,6.0,27.0,No,49.266666666666666,Established Adults,"(90000, 100000]","(40000, 50000]","(5, 10]","(25, 30]"
ID_0778,Female,57650.0,794.0,35908.0,Unemployed,Widowed,Renter,1.0,16.0,15.0,Yes,48.0,Established Adults,"(50000, 60000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0779,Male,66881.0,408.0,40764.0,Retired,Widowed,Owner,0.0,4.0,24.0,Yes,55.0,Pre-Retirement,"(60000, 70000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0780,Male,66413.0,671.0,48257.0,Student,Divorced,Renter,2.0,19.0,12.6,Yes,60.0,Pre-Retirement,"(60000, 70000]","(40000, 50000]","(15, 20]","(10, 15]"
ID_0781,Male,26012.0,505.0,14201.0,Employed,Widowed,Owner,4.0,9.0,9.0,No,55.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0782,Male,70115.0,342.0,40544.0,Student,Married,Renter,2.066666666666667,18.0,17.0,Yes,35.0,Early Career,"(70000, 80000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0783,Female,27151.0,544.0,37711.0,Retired,Single,Owner,2.0,17.0,6.0,No,43.0,Established Adults,"(20000, 30000]","(30000, 40000]","(15, 20]","(5, 10]"
ID_0784,Female,77716.0,586.0,45654.0,Retired,Single,Owner,0.0,23.0,4.0,Yes,41.8,Established Adults,"(70000, 80000]","(40000, 50000]","(20, 25]","(0, 5]"
ID_0785,Female,56378.0,654.0,8997.0,Retired,Widowed,Owner,4.0,9.0,28.0,No,53.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(5, 10]","(25, 30]"
ID_0786,Female,62652.0,775.0,40566.0,Employed,Single,Owner,3.0,1.0,6.0,No,29.0,Early Career,"(60000, 70000]","(40000, 50000]","(0, 5]","(5, 10]"
ID_0787,Female,92430.0,606.2666666666667,20175.0,Retired,Widowed,Renter,3.0,5.0,20.0,No,35.0,Early Career,"(90000, 100000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0788,Female,33467.0,409.0,40860.0,Employed,Divorced,Renter,2.0,2.0,27.0,No,23.0,Young Adults,"(30000, 40000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0789,Female,51010.0,489.0,3225.0,Employed,Married,Renter,1.6666666666666667,18.0,5.0,No,35.0,Early Career,"(50000, 60000]","(0, 10000]","(15, 20]","(0, 5]"
ID_0790,Female,74691.0,550.0,44578.0,Unemployed,Single,Owner,4.0,4.0,23.0,No,53.0,Pre-Retirement,"(70000, 80000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0792,Female,32289.0,500.0,35228.0,Retired,Married,Owner,0.0,6.0,28.0,No,44.0,Established Adults,"(30000, 40000]","(30000, 40000]","(5, 10]","(25, 30]"
ID_0793,Male,64976.0,625.0,41505.0,Employed,Single,Renter,1.0,9.0,10.0,Yes,23.0,Young Adults,"(60000, 70000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0794,Female,63596.0,810.0,46688.0,Employed,Single,Owner,0.0,0.0,12.0,No,23.0,Young Adults,"(60000, 70000]","(40000, 50000]",,"(10, 15]"
ID_0795,Male,43171.0,708.0,23110.0,Student,Married,Owner,4.0,10.0,11.0,No,37.0,Established Adults,"(40000, 50000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0796,Male,64139.0,807.0,10754.0,Retired,Divorced,Owner,2.066666666666667,22.0,0.0,No,68.0,Retirees,"(60000, 70000]","(10000, 20000]","(20, 25]",
ID_0797,Male,68713.0,371.0,26655.0,Employed,Divorced,Owner,0.0,6.0,20.0,No,58.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0798,Male,49734.0,546.0,43601.0,Unemployed,Single,Renter,2.0,5.0,14.0,No,53.0,Pre-Retirement,"(40000, 50000]","(40000, 50000]","(0, 5]","(10, 15]"
ID_0799,Female,92588.0,643.0,3114.0,Employed,Married,Renter,3.0,5.0,12.466666666666667,Yes,18.0,,"(90000, 100000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0800,Male,83646.0,353.0,26502.0,Employed,Divorced,Renter,1.0,12.0,2.0,No,63.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0801,Female,23654.0,827.0,21747.066666666666,Student,Married,Owner,4.0,15.0,25.0,Yes,45.0,Established Adults,"(20000, 30000]","(20000, 30000]","(10, 15]","(20, 25]"
ID_0802,Female,38743.0,831.0,48128.0,Retired,Married,Owner,0.0,12.0,14.0,No,24.0,Young Adults,"(30000, 40000]","(40000, 50000]","(10, 15]","(10, 15]"
ID_0803,Male,68368.0,492.0,20028.0,Retired,Single,Owner,1.0,1.0,8.0,Yes,37.0,Established Adults,"(60000, 70000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0804,Female,94172.0,357.0,17587.0,Unemployed,Married,Renter,4.0,18.0,13.0,Yes,68.0,Retirees,"(90000, 100000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0805,Male,26441.0,736.0,42719.0,Unemployed,Married,Owner,4.0,18.0,28.0,Yes,32.0,Early Career,"(20000, 30000]","(40000, 50000]","(15, 20]","(25, 30]"
ID_0806,Male,44611.0,410.0,35333.0,Unemployed,Widowed,Renter,3.0,18.0,22.0,No,22.0,Young Adults,"(40000, 50000]","(30000, 40000]","(15, 20]","(20, 25]"
ID_0807,Female,32149.0,428.0,3174.0,Employed,Married,Owner,2.0,17.0,27.0,No,41.0,Established Adults,"(30000, 40000]","(0, 10000]","(15, 20]","(25, 30]"
ID_0809,Male,64443.933333333334,307.0,35929.0,Unemployed,Single,Owner,1.0,1.0,23.0,No,47.0,Established Adults,"(60000, 70000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0810,Female,91031.0,328.0,4321.0,Retired,Single,Owner,3.0,11.266666666666667,7.0,No,68.0,Retirees,"(90000, 100000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0811,Female,62668.0,411.0,30435.0,Retired,Married,Renter,4.0,5.0,21.0,Yes,57.0,Pre-Retirement,"(60000, 70000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0812,Female,33673.0,430.0,45972.0,Unemployed,Married,Owner,3.0,19.0,3.0,No,40.53333333333333,Established Adults,"(30000, 40000]","(40000, 50000]","(15, 20]","(0, 5]"
ID_0813,Male,96666.0,487.0,7099.0,Student,Divorced,Owner,3.0,22.0,19.0,Yes,45.86666666666667,Established Adults,"(90000, 100000]","(0, 10000]","(20, 25]","(15, 20]"
ID_0814,Male,85429.0,774.0,23760.0,Retired,Widowed,Renter,1.0,21.0,19.0,No,40.0,Established Adults,"(80000, 90000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0815,Female,43669.0,663.0,11360.0,Retired,Single,Owner,2.0,14.0,5.0,Yes,67.0,Retirees,"(40000, 50000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0816,Female,54068.0,503.0,10313.0,Unemployed,Widowed,Renter,3.0,5.0,0.0,No,51.0,Pre-Retirement,"(50000, 60000]","(10000, 20000]","(0, 5]",
ID_0817,Female,29435.0,511.0,46270.0,Retired,Divorced,Renter,3.0,2.0,27.0,No,18.0,,"(20000, 30000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0818,Female,72249.0,575.0,20462.0,Employed,Single,Owner,3.0,10.0,17.0,Yes,45.0,Established Adults,"(70000, 80000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0819,Female,57384.0,372.0,5801.0,Employed,Divorced,Owner,1.6,7.0,10.6,Yes,23.0,Young Adults,"(50000, 60000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0820,Male,96153.0,542.0,14130.0,Retired,Married,Owner,3.0,21.0,29.0,No,41.0,Established Adults,"(90000, 100000]","(10000, 20000]","(20, 25]","(25, 30]"
ID_0821,Female,95388.0,401.0,14271.0,Employed,Divorced,Renter,3.0,17.0,13.0,Yes,27.0,Early Career,"(90000, 100000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0822,Male,51401.0,470.0,16075.0,Student,Married,Owner,2.2666666666666666,16.0,10.0,Yes,32.0,Early Career,"(50000, 60000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0823,Female,91831.0,487.0,36919.0,Retired,Widowed,Renter,0.0,18.0,16.0,Yes,40.0,Established Adults,"(90000, 100000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0824,Male,54084.0,740.0,41679.0,Unemployed,Single,Owner,3.0,18.0,8.0,Yes,70.0,Retirees,"(50000, 60000]","(40000, 50000]","(15, 20]","(5, 10]"
ID_0825,Female,75826.0,385.0,18984.0,Employed,Single,Owner,3.0,23.0,27.0,Yes,32.0,Early Career,"(70000, 80000]","(10000, 20000]","(20, 25]","(25, 30]"
ID_0826,Male,56451.0,775.0,19826.933333333334,Student,Married,Renter,2.0,20.0,21.0,No,27.0,Early Career,"(50000, 60000]","(10000, 20000]","(15, 20]","(20, 25]"
ID_0827,Female,27227.0,351.0,12861.0,Student,Married,Owner,1.0,16.0,6.0,Yes,48.0,Established Adults,"(20000, 30000]","(10000, 20000]","(15, 20]","(5, 10]"
ID_0828,Male,66745.6,410.0,33434.0,Employed,Single,Owner,0.0,3.0,13.0,Yes,34.0,Early Career,"(60000, 70000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0829,Male,56041.0,342.0,16667.0,Employed,Divorced,Owner,4.0,6.0,27.0,Yes,40.0,Established Adults,"(50000, 60000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0830,Male,55754.73333333333,510.0,5840.0,Retired,Married,Owner,0.0,4.0,16.0,Yes,42.0,Established Adults,"(50000, 60000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0831,Male,85481.0,499.0,3565.0,Student,Single,Owner,0.0,15.0,7.0,No,60.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0832,Male,88576.0,325.0,43194.0,Employed,Divorced,Owner,1.0,5.0,27.0,No,18.0,,"(80000, 90000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0833,Male,84174.0,598.0,22168.133333333335,Student,Divorced,Owner,1.0,13.0,15.0,No,38.0,Established Adults,"(80000, 90000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0834,Female,46160.0,376.0,21118.0,Employed,Single,Renter,4.0,19.0,11.0,No,64.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(15, 20]","(10, 15]"
ID_0835,Male,37633.0,436.0,22641.0,Employed,Widowed,Owner,3.0,1.0,11.0,Yes,56.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0836,Female,37014.0,319.0,7366.0,Retired,Widowed,Owner,4.0,11.866666666666667,27.0,Yes,65.0,Pre-Retirement,"(30000, 40000]","(0, 10000]","(10, 15]","(25, 30]"
ID_0837,Female,53087.53333333333,739.0,26636.0,Employed,Single,Renter,3.0,17.0,27.0,No,68.0,Retirees,"(50000, 60000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0838,Female,61621.0,510.0,15630.0,Employed,Divorced,Owner,2.0,12.0,4.0,No,47.0,Established Adults,"(60000, 70000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0839,Female,97231.0,734.0,20056.0,Unemployed,Widowed,Owner,1.0,17.0,4.0,No,44.0,Established Adults,"(90000, 100000]","(20000, 30000]","(15, 20]","(0, 5]"
ID_0840,Female,88388.0,506.0,7382.0,Retired,Widowed,Renter,2.0,16.0,13.0,Yes,37.0,Established Adults,"(80000, 90000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0841,Male,36014.0,738.0,16149.0,Employed,Widowed,Renter,2.0,12.0,5.0,No,38.06666666666667,Established Adults,"(30000, 40000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0842,Male,53755.0,341.0,48639.0,Retired,Married,Owner,1.0,11.0,6.0,No,39.0,Established Adults,"(50000, 60000]","(40000, 50000]","(10, 15]","(5, 10]"
ID_0843,Male,60390.0,710.0,46041.0,Unemployed,Widowed,Renter,2.0,2.0,22.0,No,36.0,Established Adults,"(60000, 70000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0844,Female,43711.0,822.0,992.0,Unemployed,Single,Renter,0.0,21.0,20.0,No,34.0,Early Career,"(40000, 50000]","(0, 10000]","(20, 25]","(15, 20]"
ID_0845,Male,77993.0,726.0,21407.133333333335,Unemployed,Single,Renter,3.0,6.0,16.0,Yes,30.0,Early Career,"(70000, 80000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0846,Male,94696.0,574.0,2121.0,Retired,Married,Renter,4.0,0.0,26.0,Yes,69.0,Retirees,"(90000, 100000]","(0, 10000]",,"(25, 30]"
ID_0847,Female,47213.0,747.0,27160.0,Retired,Married,Owner,1.0,4.0,8.0,No,43.0,Established Adults,"(40000, 50000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0849,Male,27421.0,519.0,20906.0,Student,Married,Renter,4.0,0.0,12.0,Yes,21.0,Young Adults,"(20000, 30000]","(20000, 30000]",,"(10, 15]"
ID_0850,Female,37727.0,531.0,19572.0,Retired,Widowed,Owner,4.0,3.0,8.0,No,48.0,Established Adults,"(30000, 40000]","(10000, 20000]","(0, 5]","(5, 10]"
ID_0851,Male,24358.0,627.0,4136.0,Employed,Divorced,Renter,4.0,0.0,26.0,Yes,53.0,Pre-Retirement,"(20000, 30000]","(0, 10000]",,"(25, 30]"
ID_0852,Female,85108.0,742.0,16727.0,Retired,Divorced,Owner,2.0,12.0,15.0,Yes,68.0,Retirees,"(80000, 90000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0853,Female,52117.0,351.0,32167.0,Employed,Divorced,Owner,2.0,13.0,3.0,No,28.0,Early Career,"(50000, 60000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0854,Female,51910.0,675.0,21098.066666666666,Retired,Single,Renter,2.0,14.0,1.0,No,29.0,Early Career,"(50000, 60000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0855,Female,75754.0,562.0,15479.0,Student,Married,Renter,2.0,16.0,12.0,Yes,38.6,Established Adults,"(70000, 80000]","(10000, 20000]","(15, 20]","(10, 15]"
ID_0856,Female,57541.46666666667,566.0,31376.0,Unemployed,Divorced,Owner,0.0,11.0,12.0,Yes,40.53333333333333,Established Adults,"(50000, 60000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0857,Male,49371.0,658.0,4823.0,Student,Widowed,Owner,2.0,6.0,18.0,Yes,41.0,Established Adults,"(40000, 50000]","(0, 10000]","(5, 10]","(15, 20]"
ID_0858,Male,71501.0,616.0,4920.0,Student,Widowed,Owner,1.0,22.0,11.0,No,66.0,Retirees,"(70000, 80000]","(0, 10000]","(20, 25]","(10, 15]"
ID_0859,Male,80946.0,623.0,19585.0,Retired,Widowed,Renter,4.0,18.0,3.0,No,60.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(15, 20]","(0, 5]"
ID_0860,Female,58467.0,720.0,38239.0,Retired,Married,Owner,0.0,22.0,9.0,Yes,34.0,Early Career,"(50000, 60000]","(30000, 40000]","(20, 25]","(5, 10]"
ID_0861,Male,37625.0,345.0,17272.0,Employed,Divorced,Renter,2.0,2.0,15.0,Yes,32.0,Early Career,"(30000, 40000]","(10000, 20000]","(0, 5]","(10, 15]"
ID_0862,Male,53893.0,568.0,26619.0,Retired,Widowed,Renter,4.0,17.0,27.0,No,44.0,Established Adults,"(50000, 60000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0863,Female,96329.0,680.0,9533.0,Employed,Married,Renter,0.0,3.0,23.0,No,20.0,Young Adults,"(90000, 100000]","(0, 10000]","(0, 5]","(20, 25]"
ID_0864,Female,51007.0,417.0,39895.0,Employed,Widowed,Owner,4.0,2.0,18.0,No,19.0,Young Adults,"(50000, 60000]","(30000, 40000]","(0, 5]","(15, 20]"
ID_0865,Female,59532.0,415.0,30544.2,Unemployed,Divorced,Renter,0.0,11.0,7.0,Yes,69.0,Retirees,"(50000, 60000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0866,Female,74253.0,559.0,19267.0,Unemployed,Divorced,Owner,3.0,22.0,5.0,Yes,47.0,Established Adults,"(70000, 80000]","(10000, 20000]","(20, 25]","(0, 5]"
ID_0867,Male,32323.0,374.0,15696.0,Student,Divorced,Renter,0.0,11.0,9.333333333333334,Yes,21.0,Young Adults,"(30000, 40000]","(10000, 20000]","(10, 15]","(5, 10]"
ID_0868,Female,93379.0,779.0,29968.0,Unemployed,Divorced,Owner,2.0,16.0,29.0,No,48.0,Established Adults,"(90000, 100000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0869,Female,34210.0,604.0,23345.0,Employed,Divorced,Owner,4.0,5.0,6.0,No,65.0,Pre-Retirement,"(30000, 40000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0870,Male,36456.0,306.0,25693.0,Retired,Widowed,Renter,4.0,14.0,13.133333333333333,Yes,24.0,Young Adults,"(30000, 40000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0871,Male,51367.0,665.0,19385.0,Unemployed,Divorced,Owner,4.0,1.0,26.0,Yes,32.0,Early Career,"(50000, 60000]","(10000, 20000]","(0, 5]","(25, 30]"
ID_0872,Female,74624.0,822.0,18122.0,Unemployed,Widowed,Owner,1.0,13.666666666666666,12.0,No,24.0,Young Adults,"(70000, 80000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0873,Male,60749.933333333334,647.0,1364.0,Unemployed,Divorced,Owner,1.0,13.0,20.0,Yes,38.733333333333334,Established Adults,"(60000, 70000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0874,Female,88008.0,737.0,2708.0,Unemployed,Widowed,Owner,2.0,4.0,4.0,Yes,56.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(0, 5]","(0, 5]"
ID_0875,Female,92240.0,514.0,12982.0,Employed,Married,Renter,3.0,2.0,8.0,Yes,68.0,Retirees,"(90000, 100000]","(10000, 20000]","(0, 5]","(5, 10]"
ID_0876,Male,84315.0,728.0,17308.0,Employed,Widowed,Owner,1.0,9.0,28.0,Yes,48.0,Established Adults,"(80000, 90000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0878,Female,90587.0,839.0,25161.0,Retired,Married,Renter,2.0,10.0,9.0,Yes,35.0,Early Career,"(90000, 100000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0879,Female,30756.0,666.0,35089.0,Student,Widowed,Owner,3.0,14.0,14.0,No,35.0,Early Career,"(30000, 40000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0880,Female,88011.0,612.0,13865.0,Student,Married,Renter,0.0,1.0,19.0,Yes,39.0,Established Adults,"(80000, 90000]","(10000, 20000]","(0, 5]","(15, 20]"
ID_0881,Male,56378.0,837.0,495.0,Unemployed,Widowed,Renter,4.0,4.0,20.0,No,27.0,Early Career,"(50000, 60000]","(0, 10000]","(0, 5]","(15, 20]"
ID_0882,Female,24255.0,353.0,44755.0,Retired,Married,Renter,1.0,10.0,16.0,No,57.0,Pre-Retirement,"(20000, 30000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0883,Female,34484.0,840.0,2148.0,Unemployed,Widowed,Renter,0.0,7.0,22.0,No,69.0,Retirees,"(30000, 40000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0884,Female,76549.0,766.0,33324.0,Employed,Single,Owner,3.0,12.0,23.0,No,26.0,Early Career,"(70000, 80000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0885,Female,54503.0,463.0,13393.0,Retired,Divorced,Renter,2.0,10.0,5.0,Yes,28.0,Early Career,"(50000, 60000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0886,Female,93794.0,633.0,1552.0,Retired,Married,Renter,0.0,16.0,24.0,Yes,61.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0887,Male,58627.933333333334,846.0,22448.133333333335,Employed,Married,Owner,2.0,11.8,2.0,Yes,42.93333333333333,Established Adults,"(50000, 60000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0888,Female,94069.0,647.0,32924.0,Retired,Widowed,Owner,4.0,0.0,17.0,Yes,25.0,Young Adults,"(90000, 100000]","(30000, 40000]",,"(15, 20]"
ID_0889,Female,25249.0,673.6666666666666,8926.0,Retired,Married,Renter,3.0,18.0,4.0,No,37.0,Established Adults,"(20000, 30000]","(0, 10000]","(15, 20]","(0, 5]"
ID_0890,Female,39201.0,713.0,30851.0,Student,Married,Renter,3.0,15.0,12.0,No,45.0,Established Adults,"(30000, 40000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0891,Female,78576.0,799.0,23889.0,Retired,Married,Renter,1.0,18.0,24.0,No,20.0,Young Adults,"(70000, 80000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0892,Male,29686.0,392.0,39930.0,Student,Married,Renter,2.1333333333333333,12.0,26.0,Yes,23.0,Young Adults,"(20000, 30000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0893,Male,73363.0,378.0,8055.0,Unemployed,Single,Renter,1.4666666666666666,22.0,0.0,No,33.0,Early Career,"(70000, 80000]","(0, 10000]","(20, 25]",
ID_0894,Male,20661.0,516.0,4654.0,Student,Widowed,Renter,0.0,21.0,16.0,Yes,51.0,Pre-Retirement,"(20000, 30000]","(0, 10000]","(20, 25]","(15, 20]"
ID_0895,Female,64843.0,657.0,22634.0,Student,Married,Owner,0.0,22.0,25.0,No,56.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(20, 25]","(20, 25]"
ID_0896,Female,80963.0,806.0,32363.0,Retired,Single,Owner,4.0,3.0,2.0,Yes,48.0,Established Adults,"(80000, 90000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0897,Male,62828.0,480.0,11468.0,Retired,Single,Renter,3.0,10.0,25.0,No,47.0,Established Adults,"(60000, 70000]","(10000, 20000]","(5, 10]","(20, 25]"
ID_0898,Male,68604.0,545.0,32922.0,Unemployed,Widowed,Owner,3.0,17.0,18.0,No,49.0,Established Adults,"(60000, 70000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0899,Male,54156.73333333333,543.0,40718.0,Retired,Divorced,Owner,0.0,17.0,20.0,Yes,53.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0900,Female,88910.0,805.0,48091.0,Student,Divorced,Renter,1.0,9.0,19.0,No,20.0,Young Adults,"(80000, 90000]","(40000, 50000]","(5, 10]","(15, 20]"
ID_0901,Female,45592.0,637.6666666666666,17380.0,Retired,Divorced,Owner,1.0,13.266666666666667,21.0,No,63.0,Pre-Retirement,"(40000, 50000]","(10000, 20000]","(10, 15]","(20, 25]"
ID_0902,Male,48982.0,619.0,26870.0,Retired,Married,Owner,3.0,12.0,11.0,Yes,49.266666666666666,Established Adults,"(40000, 50000]","(20000, 30000]","(10, 15]","(10, 15]"
ID_0903,Male,20207.0,386.0,37394.0,Retired,Widowed,Renter,3.0,13.0,7.0,No,24.0,Young Adults,"(20000, 30000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0904,Male,88619.0,516.0,14259.0,Unemployed,Divorced,Renter,2.0,6.0,7.0,No,46.0,Established Adults,"(80000, 90000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0905,Female,49328.0,789.0,21652.333333333332,Retired,Married,Renter,3.0,9.0,14.0,No,46.0,Established Adults,"(40000, 50000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0906,Female,66479.0,818.0,13016.0,Employed,Widowed,Owner,0.0,2.0,10.0,No,39.0,Established Adults,"(60000, 70000]","(10000, 20000]","(0, 5]","(5, 10]"
ID_0907,Female,40103.0,577.0,42137.0,Unemployed,Married,Renter,2.2,1.0,19.0,Yes,49.0,Established Adults,"(40000, 50000]","(40000, 50000]","(0, 5]","(15, 20]"
ID_0908,Male,59891.0,468.0,153.0,Unemployed,Divorced,Owner,3.0,11.733333333333333,0.0,Yes,65.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(10, 15]",
ID_0909,Male,30754.0,629.0,7853.0,Unemployed,Divorced,Renter,3.0,6.0,28.0,No,60.0,Pre-Retirement,"(30000, 40000]","(0, 10000]","(5, 10]","(25, 30]"
ID_0910,Female,92982.0,740.0,12379.0,Student,Single,Renter,0.0,4.0,15.0,Yes,20.0,Young Adults,"(90000, 100000]","(10000, 20000]","(0, 5]","(10, 15]"
ID_0911,Male,75922.0,690.0,15792.0,Employed,Single,Renter,2.0,2.0,29.0,No,37.0,Established Adults,"(70000, 80000]","(10000, 20000]","(0, 5]","(25, 30]"
ID_0912,Female,68231.0,795.0,38367.0,Student,Widowed,Renter,3.0,1.0,13.0,Yes,30.0,Early Career,"(60000, 70000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0913,Male,49301.0,680.0,18100.0,Unemployed,Married,Owner,1.0,22.0,6.0,No,60.0,Pre-Retirement,"(40000, 50000]","(10000, 20000]","(20, 25]","(5, 10]"
ID_0914,Male,82711.0,605.0,47553.0,Unemployed,Married,Owner,1.0,21.0,5.0,No,55.0,Pre-Retirement,"(80000, 90000]","(40000, 50000]","(20, 25]","(0, 5]"
